,id,location
436,1078,CA
437,1079,GR
438,1080,ZA
439,1082,NZ
440,1083,US
441,1088,KR
442,1089,SE
443,1093,GB
444,1102,TR
445,1103,US
446,1108,US
447,1111,US
448,1113,IN
449,1114,IN
450,1115,US
451,1117,US
452,1118,US
453,1121,BR
454,1125,BR
455,1129,NO
456,1131,US
457,1132,US
458,1135,FR
459,1138,US
460,1141,US
461,1148,IN
462,1149,US
463,1150,PK
464,1152,PL
465,1155,US
466,1156,US
467,1159,RU
468,1161,US
469,1165,NL
470,1169,DE
471,1170,IN
472,1172,DE
473,1174,US
474,1177,US
475,1179,PT
476,1180,ZA
477,1181,IT
478,1182,CN
479,1189,BR
480,1199,IN
481,1203,SE
482,1205,US
483,1206,GR
484,1207,FI
485,1208,US
486,1209,IL
487,1210,AU
488,1211,BF
489,1215,IN
490,1216,MK
491,1217,EG
492,1222,IN
493,1225,DE
494,1231,CO
495,1246,NL
496,1249,BR
497,1253,US
498,1254,IN
499,1256,US
500,1257,US
501,1260,GB
502,1261,CH
503,1262,US
504,1263,DK
505,1266,US
506,1268,IL
507,1270,IL
508,1273,IN
509,1275,DE
510,1282,US
511,1283,US
512,1284,US
513,1286,CZ
514,1287,GB
515,1289,US
516,1292,AU
517,1294,US
518,1297,NL
519,1298,IN
520,1301,IN
521,1302,US
522,1303,CA
523,1308,US
524,1311,PL
525,1316,ID
526,1317,CZ
527,1322,AU
528,1326,IN
529,1329,US
530,1333,DK
531,1338,US
532,1341,IN
533,1342,US
534,1344,GB
535,1345,DE
536,1348,US
537,1349,US
538,1354,US
539,1357,RU
540,1358,US
541,1361,RU
542,1363,CN
543,1365,US
544,1374,CH
545,1378,US
546,1379,GB
547,1381,US
548,1386,US
549,1390,NL
550,1392,AU
551,1393,GB
552,1395,US
553,1404,CA
554,1408,US
555,1415,AM
556,1416,GB
557,1425,IN
558,1426,PK
559,1427,BG
560,1430,US
561,1431,AU
562,1431,CA
563,1438,NL
564,1439,US
565,1441,US
566,1446,US
567,1449,NO
568,1452,IN
569,1454,IN
570,1455,IN
571,1456,CZ
572,1458,CA
573,1460,US
574,1466,US
575,1472,DK
576,1473,IN
577,1474,IN
578,1475,NL
579,1476,AU
580,1479,US
581,1487,AU
582,1489,IN
583,1491,IN
584,1493,TR
585,1494,IN
586,1495,US
587,1500,CA
588,1501,US
589,1505,US
590,1509,CN
591,1515,US
592,1516,AM
593,1517,US
594,1521,CA
595,1522,MX
596,1523,GB
597,1525,HK
598,1528,GR
599,1532,US
600,1535,US
601,1541,GB
602,1552,AU
603,1552,CA
604,1555,AR
605,1556,CA
606,1558,US
607,1559,BR
608,1561,DE
609,1562,US
610,1563,DK
611,1564,SG
612,1566,US
613,1569,US
614,1570,DE
615,1571,NO
616,1575,US
617,1582,US
618,1584,SG
619,1586,US
620,1590,BE
621,1591,GB
622,1595,US
623,1596,ZA
624,1597,SE
625,1599,IN
626,1601,US
627,1602,CN
628,1607,NP
629,1615,US
630,1617,RU
631,1618,GB
632,1619,BY
633,1625,AU
634,1626,AU
635,1633,US
636,1634,US
637,1635,DE
638,1639,US
639,1641,US
640,1648,DE
641,1651,ES
642,1653,NO
643,1656,US
644,1658,US
645,1659,SG
646,1660,BD
647,1661,IN
648,1666,SE
649,1672,NL
650,1674,PH
651,1674,GB
652,1675,GB
653,1679,CA
654,1682,BD
655,1683,TR
656,1686,US
657,1687,GR
658,1688,ZA
659,1689,US
660,1690,US
661,1693,DE
662,1694,DE
663,1695,CH
664,1702,CA
665,1703,DE
666,1704,US
667,1706,IE
668,1716,CN
669,1718,IN
670,1720,IN
671,1722,ZA
672,1723,AT
673,1727,BR
674,1731,GB
675,1733,US
676,1737,US
677,1738,US
678,1740,IN
679,1743,DE
680,1744,IN
681,1748,BR
682,1753,US
683,1754,CA
684,1758,PT
685,1762,SG
686,1764,DE
687,1765,GB
688,1767,ZA
689,1777,SK
690,1778,NO
691,1781,PL
692,1790,CA
693,1791,US
694,1792,US
695,1794,CN
696,1796,US
697,1799,US
698,1801,US
699,1803,DE
700,1806,ES
701,1807,IT
702,1811,BD
703,1816,MM
704,1819,RU
705,1825,UA
706,1829,FR
707,1832,CZ
708,1835,IN
709,1840,NL
710,1842,US
711,1851,IN
712,1855,US
713,1859,RU
714,1862,SA
715,1865,DE
716,1866,PL
717,1882,NL
718,1887,IN
719,1888,IL
720,1891,FR
721,1892,IN
722,1893,CZ
723,1895,US
724,1896,US
725,1899,US
726,1900,US
727,1903,CH
728,1911,GB
729,1911,ZA
730,1920,US
731,1923,MX
732,1931,DE
733,1935,IN
734,1938,CA
735,1940,PL
736,1949,GB
737,1953,GB
738,1954,DE
739,1959,IN
740,1960,US
741,1961,IN
742,1972,TW
743,1973,GB
744,1977,ID
745,1979,US
746,1981,RU
747,1982,US
748,1982,GE
749,1984,HR
750,1986,IN
751,1993,IN
752,1996,CH
753,1996,US
754,1997,IN
755,1998,GB
756,1999,PE
757,2001,US
758,2003,BR
759,2011,US
760,2016,DZ
761,2020,BY
762,2028,GB
763,2036,IN
764,2041,US
765,2044,US
766,2047,ES
767,2050,FR
768,2057,GR
769,2060,BR
770,2064,MX
771,2067,US
772,2072,DK
773,2073,CA
774,2075,IN
775,2076,PL
776,2079,IN
777,2084,US
778,2085,US
779,2089,US
780,2091,IN
781,2092,ES
782,2094,IN
783,2097,SE
784,2099,CN
785,2100,HR
786,2102,IN
787,2103,GB
788,2107,CZ
789,2110,IT
790,2111,US
791,2116,UA
792,2121,US
793,2123,US
794,2125,PT
795,2127,AU
796,2128,AR
797,2130,US
798,2135,US
799,2136,GB
800,2142,US
801,2146,US
802,2150,DK
803,2152,BE
804,2154,US
805,2157,VN
806,2158,SG
807,2160,DE
808,2161,DE
809,2164,GB
810,2170,IN
811,2173,ES
812,2176,IN
813,2177,RS
814,2181,US
815,2182,CA
816,2185,US
817,2187,AU
818,2192,DE
819,2203,IN
820,2210,IN
821,2211,KE
822,2213,US
823,2217,US
824,2218,US
825,2223,CN
826,2229,ES
827,2231,IN
828,2232,DK
829,2236,US
830,2241,LK
831,2242,GB
832,2244,SE
833,2246,NL
834,2248,IN
835,2250,US
836,2256,CA
837,2257,SG
838,2259,IN
839,2261,BR
840,2262,US
841,2263,US
842,2266,NO
843,2275,US
844,2276,US
845,2278,IN
846,2281,IN
847,2284,US
848,2286,US
849,2288,US
850,2291,FR
851,2292,US
852,2298,CH
853,2301,EE
854,2310,IL
855,2316,IN
856,2320,NP
857,2321,AT
858,2328,US
859,2331,NO
860,2333,SI
861,2335,RU
862,2337,AU
863,2339,FR
864,2341,US
865,2343,CA
866,2343,US
867,2344,US
868,2356,IN
869,2358,BE
870,2368,HK
871,2369,US
872,2372,IN
873,2373,PL
874,2375,EG
875,2383,US
876,2389,US
877,2390,US
878,2391,LK
879,2396,IN
880,2397,IE
881,2404,IN
882,2406,RS
883,2408,GB
884,2410,US
885,2411,US
886,2415,US
887,2418,DE
888,2420,US
889,2421,TR
890,2434,CA
891,2441,US
892,2443,US
893,2444,CA
894,2449,DE
895,2451,US
896,2453,AT
897,2457,NZ
898,2457,GB
899,2460,US
900,2468,CA
901,2473,GE
902,2473,US
903,2475,US
904,2477,US
905,2481,AU
906,2482,NZ
907,2483,SE
908,2491,IR
909,2496,PT
910,2497,US
911,2502,AR
912,2507,US
913,2507,GB
914,2510,US
915,2517,US
916,2521,US
917,2524,US
918,2526,US
919,2527,GB
920,2534,US
921,2538,US
922,2541,US
923,2542,BR
924,2545,RO
925,2549,CZ
926,2552,CA
927,2555,US
928,2557,PH
929,2564,US
930,2569,DZ
931,2571,IN
932,2572,US
933,2578,TH
934,2580,IN
935,2581,US
936,2586,KY
937,2588,IN
938,2590,IN
939,2591,IL
940,2592,IN
941,2593,IN
942,2595,CA
943,2601,TH
944,2602,NZ
945,2604,US
946,2606,US
947,2607,US
948,2609,CA
949,2619,ES
950,2621,BD
951,2624,EE
952,2627,CY
953,2628,AU
954,2629,US
955,2630,US
956,2632,US
957,2634,US
958,2634,IM
959,2638,US
960,2639,PK
961,2640,RU
962,2641,SE
963,2646,IN
964,2648,US
965,2650,US
966,2651,US
967,2654,CA
968,2659,CA
969,2664,LK
970,2666,EG
971,2670,RO
972,2672,FR
973,2673,US
974,2676,PH
975,2681,BD
976,2683,US
977,2685,US
978,2686,US
979,2687,IN
980,2688,US
981,2690,IN
982,2692,IN
983,2694,TR
984,2695,CA
985,2699,BR
986,2707,TW
987,2709,IN
988,2711,MY
989,2719,GB
990,2720,CZ
991,2724,DE
992,2727,TR
993,2729,IN
994,2730,FI
995,2731,GB
996,2733,IN
997,2735,AU
998,2737,ZA
999,2738,US
1000,2738,GB
1001,2741,CA
1002,2743,US
1003,2751,FI
1004,2752,GB
1005,2754,US
1006,2755,US
1007,3756,US
1008,3757,IN
1009,3758,IN
1010,3761,IN
1011,3766,US
1012,3770,US
1013,3771,DE
1014,3772,SE
1015,3775,US
1016,3776,US
1017,3780,GY
1018,3781,PL
1019,3783,DE
1020,3784,US
1021,3786,AT
1022,3787,ZA
1023,3788,FR
1024,3789,IL
1025,3791,FR
1026,3794,US
1027,3795,US
1028,3798,US
1029,3798,DE
1030,3804,US
1031,3807,AU
1032,3807,CA
1033,3813,ES
1034,3814,US
1035,3814,CA
1036,3815,ES
1037,3817,GB
1038,3818,US
1039,3820,US
1040,3822,US
1041,3825,IN
1042,3826,IN
1043,3827,FR
1044,3828,US
1045,3830,ZA
1046,3835,GB
1047,3836,CO
1048,3839,RU
1049,3843,CA
1050,3844,US
1051,3845,US
1052,3850,US
1053,3852,BR
1054,3854,BO
1055,3855,US
1056,3858,US
1057,3863,IN
1058,3866,PK
1059,3867,ES
1060,3878,US
1061,3883,VN
1062,3889,SK
1063,3894,US
1064,3895,GE
1065,3896,US
1066,3897,US
1067,3899,AR
1068,3903,IN
1069,3904,DE
1070,3906,US
1071,3908,DE
1072,3910,US
1073,3913,US
1074,3915,KE
1075,3919,IN
1076,3924,CU
1077,3925,ES
1078,3928,GB
1079,3929,BD
1080,3931,US
1081,3934,VN
1082,3937,SE
1083,3940,KR
1084,3941,US
1085,3944,IN
1086,3945,US
1087,3948,GB
1088,3953,GB
1089,3955,FR
1090,3958,US
1091,3961,US
1092,3962,GB
1093,3965,US
1094,3968,PT
1095,3969,ES
1096,3973,SE
1097,3977,CN
1098,3978,JP
1099,3992,CA
1100,3993,US
1101,3996,US
1102,3997,AU
1103,3998,IN
1104,3999,US
1105,3999,CU
1106,4004,US
1107,4005,BR
1108,4006,GB
1109,4007,KR
1110,4010,US
1111,4011,BR
1112,4021,IN
1113,4022,SG
1114,4025,HK
1115,4028,US
1116,4029,CA
1117,4032,IN
1118,4034,US
1119,4035,CA
1120,4036,RU
1121,4046,IN
1122,4049,IN
1123,4054,TW
1124,4056,FR
1125,4057,GB
1126,4058,KE
1127,4059,TR
1128,4064,ID
1129,4065,US
1130,4066,GB
1131,4067,CA
1132,4071,CA
1133,4074,CL
1134,4077,US
1135,4079,NL
1136,4083,BM
1137,4084,DE
1138,4087,CA
1139,4089,US
1140,4090,US
1141,4091,ZA
1142,4093,AU
1143,4098,US
1144,4108,PK
1145,4109,JO
1146,4111,FR
1147,4112,IN
1148,4115,US
1149,4116,US
1150,4117,US
1151,4119,KR
1152,4122,DE
1153,4123,UA
1154,4125,NO
1155,4132,IN
1156,4136,AU
1157,4139,DE
1158,4141,EG
1159,4144,US
1160,4146,US
1161,4151,PK
1162,4155,US
1163,4158,PT
1164,4160,NZ
1165,4162,US
1166,4176,CH
1167,4177,GB
1168,4178,GB
1169,4184,US
1170,4189,US
1171,4191,AU
1172,4192,IN
1173,4195,CA
1174,4203,IE
1175,4204,IN
1176,4206,US
1177,4210,US
1178,4216,GB
1179,4219,US
1180,4220,IN
1181,4221,NL
1182,4237,TN
1183,4243,US
1184,4247,US
1185,4253,BE
1186,4262,AR
1187,4265,US
1188,4266,GB
1189,4267,US
1190,4270,NZ
1191,4272,US
1192,4276,GE
1193,4276,US
1194,4280,IL
1195,4284,AR
1196,4285,DE
1197,4286,PY
1198,4289,HU
1199,4293,NL
1200,4294,RO
1201,4297,BR
1202,4301,CA
1203,4302,IN
1204,4303,CA
1205,4303,US
1206,4304,US
1207,4305,CA
1208,4307,US
1209,4318,US
1210,4320,CH
1211,4321,IN
1212,4329,CA
1213,4331,US
1214,4333,UA
1215,4340,UA
1216,4344,US
1217,4345,RU
1218,4353,CN
1219,4354,DE
1220,4355,IN
1221,4358,CH
1222,4362,US
1223,4362,CU
1224,4369,US
1225,4372,AR
1226,4373,US
1227,4374,TR
1228,4375,DZ
1229,4381,AU
1230,4383,SE
1231,4384,AU
1232,4386,GR
1233,4388,IT
1234,4390,NO
1235,4394,IN
1236,4395,RU
1237,4396,IN
1238,4400,US
1239,4409,IN
1240,4410,US
1241,4412,ES
1242,4413,US
1243,4415,FR
1244,4417,GB
1245,4423,MY
1246,4431,DE
1247,4432,DE
1248,4436,BD
1249,4438,NP
1250,4446,BE
1251,4447,HK
1252,4451,DK
1253,4453,CD
1254,4455,CA
1255,4456,US
1256,4457,MM
1257,4460,VN
1258,4465,CH
1259,4468,IN
1260,4468,PH
1261,4469,AU
1262,4472,US
1263,4474,SG
1264,4478,CZ
1265,4479,US
1266,4481,NO
1267,4486,SE
1268,4488,LY
1269,4495,US
1270,4500,CA
1271,4501,GB
1272,4502,ID
1273,4503,US
1274,4507,CN
1275,4512,US
1276,4514,AU
1277,4516,US
1278,4518,US
1279,4520,US
1280,4523,GB
1281,4525,IS
1282,4527,IN
1283,4528,IN
1284,4530,US
1285,4533,VE
1286,4537,RU
1287,4539,US
1288,4542,PL
1289,4543,IN
1290,4544,US
1291,4545,BE
1292,4548,US
1293,4550,US
1294,4553,ES
1295,4554,DE
1296,4555,US
1297,4556,PK
1298,4558,US
1299,4561,GB
1300,4565,GB
1301,4568,ID
1302,4575,FR
1303,4576,US
1304,4577,LT
1305,4578,TR
1306,4579,PL
1307,4580,EE
1308,4583,IE
1309,4584,US
1310,4588,DE
1311,4599,IN
1312,4601,BD
1313,4602,IT
1314,4604,US
1315,4605,AU
1316,4609,US
1317,4612,US
1318,4620,DE
1319,4622,AT
1320,4623,RU
1321,4633,BG
1322,4637,US
1323,4643,KW
1324,4644,US
1325,4652,AR
1326,4659,KZ
1327,4662,IN
1328,4664,CA
1329,4665,IN
1330,4666,DE
1331,4667,BR
1332,4668,US
1333,4669,PK
1334,4670,RS
1335,4671,US
1336,4677,RS
1337,4679,DE
1338,4683,US
1339,4685,US
1340,4686,DE
1341,4690,IN
1342,4693,MX
1343,4696,US
1344,4697,IL
1345,4704,US
1346,4707,US
1347,4708,NL
1348,4713,CH
1349,4713,DE
1350,4718,GB
1351,4719,IN
1352,4725,CU
1353,4726,TR
1354,4731,US
1355,4732,GB
1356,4735,US
1357,4736,FR
1358,4737,DE
1359,4738,DE
1360,4743,ES
1361,4744,US
1362,4749,US
1363,4752,GB
1364,4753,BR
1365,4759,US
1366,4763,CA
1367,4764,US
1368,4765,CH
1369,4766,HK
1370,4767,DE
1371,4770,US
1372,4771,FI
1373,4774,PH
1374,4775,GB
1375,4778,TR
1376,4779,AU
1377,4780,NP
1378,4785,IN
1379,4789,US
1380,4793,US
1381,4796,IN
1382,4800,GB
1383,4803,EG
1384,4806,GB
1385,4808,ZA
1386,4809,AU
1387,4811,GB
1388,4816,DE
1389,4822,FR
1390,4824,ZA
1391,4826,US
1392,4829,GB
1393,4833,US
1394,4834,AU
1395,4834,CA
1396,4838,IN
1397,4839,US
1398,4840,PH
1399,4841,PH
1400,4842,IN
1401,4847,PH
1402,4853,US
1403,4855,GB
1404,4856,FR
1405,4857,CA
1406,4858,ES
1407,4863,AU
1408,4867,DE
1409,4868,UA
1410,4869,GB
1411,4870,LU
1412,4874,DE
1413,4878,FR
1414,4881,IN
1415,4883,US
1416,4883,CU
1417,4888,KR
1418,4889,US
1419,4889,FR
1420,4891,US
1421,4896,SE
1422,4897,NL
1423,4899,GB
1424,4900,BE
1425,4902,US
1426,4904,US
1427,4905,US
1428,4906,NZ
1429,4910,PK
1430,4911,FR
1431,4915,YE
1432,4918,CA
1433,4922,US
1434,4924,CN
1435,4925,GB
1436,4926,IN
1437,4928,IN
1438,4930,US
1439,4937,IN
1440,4940,IN
1441,4941,IT
1442,4944,DE
1443,4945,GB
1444,4946,US
1445,4948,GB
1446,4949,GB
1447,4957,US
1448,4959,US
1449,4959,CU
1450,4962,IT
1451,4965,CA
1452,4966,VN
1453,4968,AM
1454,4969,BE
1455,4970,PH
1456,4972,RS
1457,4978,SG
1458,4987,US
1459,4989,CA
1460,4990,NO
1461,4993,US
1462,4994,US
1463,4999,US
1464,5001,IN
1465,5002,FR
1466,5004,ES
1467,5011,CA
1468,5012,IN
1469,5013,ZA
1470,5018,IT
1471,5023,NP
1472,5024,US
1473,5027,GB
1474,5041,AU
1475,5046,DE
1476,5049,US
1477,5050,MM
1478,5055,US
1479,5056,HK
1480,5057,SI
1481,5060,IR
1482,5063,IN
1483,5066,US
1484,5073,CA
1485,5077,US
1486,5078,US
1487,5083,US
1488,5086,US
1489,5087,CA
1490,5089,RU
1491,5093,GB
1492,5094,IN
1493,5095,US
1494,5098,US
1495,5099,IN
1496,5100,RU
1497,5103,US
1498,5108,HR
1499,5109,MD
1500,5112,US
1501,5114,JP
1502,5116,IN
1503,5122,PL
1504,5124,TH
1505,5128,US
1506,5129,US
1507,5132,PK
1508,5135,US
1509,5137,SE
1510,5138,CH
1511,5139,IN
1512,5140,ID
1513,5141,SG
1514,5146,US
1515,5148,FR
1516,5149,CL
1517,5151,US
1518,5151,CU
1519,5160,IN
1520,5163,FR
1521,5164,US
1522,5164,GE
1523,5165,US
1524,5171,US
1525,5172,US
1526,5176,CR
1527,5177,IT
1528,5183,IN
1529,5190,US
1530,5195,US
1531,5196,SG
1532,5198,IN
1533,5199,TR
1534,5200,IN
1535,5201,IN
1536,5203,MY
1537,5204,MY
1538,5205,MY
1539,5206,IT
1540,5207,US
1541,5211,US
1542,5212,CA
1543,5214,US
1544,5218,US
1545,5219,IN
1546,5220,AF
1547,5221,IN
1548,5226,RO
1549,5227,RU
1550,5232,TR
1551,5234,US
1552,5234,CU
1553,5236,AU
1554,5237,CH
1555,5238,GB
1556,5239,ES
1557,5243,BD
1558,5244,US
1559,5247,BG
1560,5248,KR
1561,5254,CH
1562,5255,DE
1563,5259,US
1564,5261,US
1565,5261,ZA
1566,5262,BE
1567,5263,DE
1568,5264,US
1569,5266,US
1570,5272,CA
1571,5279,US
1572,5283,IN
1573,5286,PL
1574,5289,RU
1575,5293,IN
1576,5294,SE
1577,5295,ID
1578,5296,GB
1579,5298,GB
1580,5298,US
1581,5300,CA
1582,5301,CA
1583,5302,GB
1584,5306,US
1585,5307,HR
1586,5309,BE
1587,5310,IN
1588,5312,GB
1589,5314,GB
1590,5316,GB
1591,5317,IT
1592,5319,US
1593,5320,BD
1594,5323,US
1595,5325,US
1596,5328,ID
1597,5330,BY
1598,5331,GB
1599,5337,CA
1600,5339,US
1601,5341,IN
1602,5346,US
1603,5349,US
1604,5353,IN
1605,5357,US
1606,5358,AU
1607,5360,SE
1608,5362,US
1609,5364,US
1610,5365,IN
1611,5376,RU
1612,5385,IN
1613,5386,BE
1614,5390,SG
1615,5391,IN
1616,5393,IN
1617,5395,SE
1618,5398,CZ
1619,5401,US
1620,5403,US
1621,5408,TR
1622,5409,IN
1623,5411,CO
1624,5413,US
1625,5413,IE
1626,5415,US
1627,5417,US
1628,5419,US
1629,5421,PK
1630,5422,US
1631,5423,US
1632,5424,US
1633,5429,US
1634,5432,BE
1635,5436,GR
1636,5437,US
1637,5438,DE
1638,5439,GB
1639,5442,US
1640,5443,DE
1641,5446,US
1642,5447,CA
1643,5448,US
1644,5452,US
1645,5455,FR
1646,5456,SK
1647,5457,IL
1648,5458,EG
1649,5463,US
1650,5465,SG
1651,5466,IN
1652,5467,ZA
1653,5470,US
1654,5471,NZ
1655,5475,CA
1656,5479,SE
1657,5480,KE
1658,5481,IN
1659,5482,VN
1660,5487,GB
1661,5489,GB
1662,5492,BR
1663,5493,US
1664,5496,US
1665,5499,TR
1666,5503,BE
1667,5505,IN
1668,5506,RS
1669,5508,GE
1670,5512,DE
1671,5513,TR
1672,5518,CA
1673,5519,CA
1674,5520,BE
1675,5521,US
1676,5523,US
1677,5525,US
1678,5526,US
1679,5532,DE
1680,5533,US
1681,5534,GB
1682,5538,BR
1683,5545,US
1684,5549,AL
1685,5551,DE
1686,5552,US
1687,5553,ES
1688,5558,AU
1689,5560,US
1690,5561,GB
1691,5562,IN
1692,5566,VE
1693,5567,RO
1694,5569,US
1695,5573,US
1696,5575,NL
1697,5582,IN
1698,5587,ES
1699,5592,AU
1700,5596,GB
1701,5604,ZA
1702,5605,GB
1703,5609,US
1704,5610,US
1705,5611,CA
1706,5615,PK
1707,5617,US
1708,5619,IN
1709,5621,NL
1710,5625,US
1711,5626,US
1712,5627,US
1713,5629,US
1714,5630,AU
1715,5630,CA
1716,5631,CN
1717,5632,ID
1718,5635,UA
1719,5639,GR
1720,5641,LK
1721,5654,AU
1722,5655,US
1723,5659,NZ
1724,5661,CA
1725,5663,FI
1726,5670,US
1727,5671,US
1728,5675,CN
1729,5677,US
1730,5678,ES
1731,5679,VN
1732,5680,NL
1733,5681,BR
1734,5684,RO
1735,5698,CA
1736,5699,BR
1737,5701,TN
1738,5703,US
1739,5704,US
1740,5710,NC
1741,5711,IN
1742,5717,CH
1743,5719,US
1744,5721,CZ
1745,5724,IN
1746,5733,CA
1747,5733,US
1748,5735,AU
1749,5738,CN
1750,5740,NL
1751,5741,MT
1752,5742,GB
1753,5745,BR
1754,5746,MA
1755,5747,US
1756,5748,US
1757,5750,US
1758,5752,US
1759,5755,IN
1760,5758,AT
1761,5761,CH
1762,5766,US
1763,5767,DZ
1764,5769,CU
1765,5772,GB
